videoid,commentid,comment,userid,sentiment_score
196b8b5f-a1ea-47cd-bb38-7c89da645319,090f9966-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! data modeling seems really powerful.,2ea79d13-3e65-4208-9711-a3ab26dc6422,0.856
5d7f6048-2719-47bd-9654-e63d2fe1b11d,090f99ca-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand vector search.,edbf0dd0-83c3-44b8-b50e-de0b9fd520ca,0.731
f0981677-db7a-4b96-80bf-340dd0bdefd9,090f9a24-b9cd-11f0-9a37-62bc60f3bc08,Love the content! consistency makes so much more sense now.,a4ddff95-cbff-4740-ae79-b8574899bffe,0.668
9ab33abf-b3cd-45be-8ee3-1efe324372dc,090f9a88-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! distributed databases seems really powerful.,e27435cb-e8b8-4abd-966f-c71628fb9973,0.677
18ce4da7-4b43-4730-afe0-2821d910e13a,090f9ae2-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of Cassandra. Very clear and concise.,00ef528f-ffd6-461e-979d-1eb3d382ef29,0.49
bdef3660-fe95-4690-9b3c-59d43b4dd35b,090f9b3c-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of scaling. Very clear and concise.,55b6e4d2-9a50-4a04-b1fb-ec162e39a936,0.474
7a4e5587-5b1d-4c78-99a8-0a304208a1ee,090f9bd2-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. consistency is exactly what I needed.,4d77290e-fed3-4d36-9676-c4988b819bec,0.751
5497b336-e993-45aa-8186-c087035a6f06,090f9c36-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand NoSQL.,bce91e95-e356-4a55-beed-102efaa374a0,0.78
edeb3261-0879-4ee0-a5f0-23b681e377c6,090f9c9a-b9cd-11f0-9a37-62bc60f3bc08,Love the content! the architecture makes so much more sense now.,e030d06c-f12b-4864-9caf-288787175c19,0.953
09590828-adf8-4885-a3f0-76ec67c3ba69,090f9cfe-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering NoSQL. Looking forward to more content!,edbf0dd0-83c3-44b8-b50e-de0b9fd520ca,0.911
9857e553-480d-46bd-a1cb-acf9fe5d4098,090f9d58-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! NoSQL seems really powerful.,d08d504e-ba33-4d5e-bbef-c85a65f6d469,0.749
65942204-4c86-437a-8b85-4f8a5e24e5f0,090f9dbc-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. vector search is fascinating.,50d9c22a-cbcb-46ab-aeb7-74a5f1e10bef,0.687
f0981677-db7a-4b96-80bf-340dd0bdefd9,090f9e16-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering consistency. Looking forward to more content!,ff20c323-3c10-4733-bb79-a6adaefe1f61,0.382
4acb14ce-639a-4553-9acf-cf151d13a7e7,090f9e7a-b9cd-11f0-9a37-62bc60f3bc08,Love the content! data modeling makes so much more sense now.,459a1dee-08d6-433b-9c3d-7915ffb541a3,0.691
a85e289e-732b-4815-946a-99a7e614a447,090f9ede-b9cd-11f0-9a37-62bc60f3bc08,Love the content! Astra makes so much more sense now.,e727c460-659d-4e52-8965-bfef75da54c6,0.64
99318bce-abbf-4afa-8ab3-ca998617a22d,090f9f38-b9cd-11f0-9a37-62bc60f3bc08,Love the content! NoSQL makes so much more sense now.,22a94842-d16b-48dc-809f-838e0f8c3390,0.475
94bd0bba-facf-4375-8f7b-0babb332ff4c,090f9f9c-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! this topic seems really powerful.,15222783-f734-49db-9109-dd558ff1e13e,0.78
b76696e1-0e2b-415a-ac00-bd4584b132d2,090f9ff6-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. NoSQL is fascinating.,eb9dc77b-ae77-4964-9d83-140131519965,0.53
e0cbed52-696e-4a33-90f9-bf2033798cf5,090fa05a-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! the architecture seems really powerful.,6c1a0d32-f1ea-4b32-8d59-97c85ad0fc15,0.496
61444bf7-58fa-425b-94da-96bbd1a43947,090fa0d2-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand CQL.,89c51063-7144-44d7-8bdf-e484d792dd71,0.831
b8c91cb1-71a6-4fe7-8905-9fa1091eaf24,090fa154-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. distributed databases is exactly what I needed.,dd919cc2-cb00-4df2-8a23-4aee419acea7,0.516
e1d84070-b932-49b8-8295-f5d8f93f07f8,090fa1cc-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! vector search seems really powerful.,6bf21c7c-b1d1-43a6-92bd-6b5e25667308,0.737
006d2da2-b354-41e4-b189-a5cf33a3a9f2,090fa226-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! Astra seems really powerful.,d0de539b-a018-4fa3-8053-f8a0116735aa,0.688
d54d8f77-3a60-49ac-bfca-5fe949990ebd,090fa28a-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of the architecture. Very clear and concise.,07ddfb9a-deb2-4387-9361-b36cf5cd7404,0.613
25aad1bb-5ccf-450c-94e0-4c592609630d,090fa2e4-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand consistency.,3771134d-a0de-4b06-a1fa-bcb292f22299,0.797
196b8b5f-a1ea-47cd-bb38-7c89da645319,090fa348-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. the architecture is fascinating.,459a1dee-08d6-433b-9c3d-7915ffb541a3,0.891
80eb26dd-349f-44f4-8e61-17c3b9678537,090fa3a2-b9cd-11f0-9a37-62bc60f3bc08,Love the content! consistency makes so much more sense now.,e813a899-e18e-40c9-bbcc-9065a4ca6244,0.875
22ad9ff2-4543-4784-bf81-12fa428fd7e1,090fa406-b9cd-11f0-9a37-62bc60f3bc08,This video on data modeling was super helpful. Keep up the great work!,e0b573b5-bf2b-4232-bcc0-8b63a46877e5,0.739
3617b99b-4198-4c62-8263-fb3f58f5cc01,090fa460-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. scaling is exactly what I needed.,15222783-f734-49db-9109-dd558ff1e13e,0.744
6844414b-427b-4cd4-8af5-d444cbedfae5,090fa4c4-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! consistency seems really powerful.,2f6e05b2-93ec-4278-b7dd-41980a51a61e,0.872
f9357b59-a7ba-4019-a4cb-c07c8f946e79,090fa51e-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of Astra. Very clear and concise.,89c51063-7144-44d7-8bdf-e484d792dd71,0.774
0ab79ccf-bc70-4403-a8f2-0f56c4d10af1,090fa582-b9cd-11f0-9a37-62bc60f3bc08,This video on CQL was super helpful. Keep up the great work!,445cc34e-9262-48e0-b01b-f0de3548a7fc,0.715
e022f713-93a4-4ca6-a47d-075d9e6f3225,090fa5dc-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! this topic seems really powerful.,a18f7073-9f8a-4d77-b8b5-0dba3760aedc,0.874
2cfce8f5-2b20-4d62-a8a2-ac837428c4b3,090fa640-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of performance optimization. Very clear and concise.,48674078-574f-4724-b5d9-87016ab922a7,0.741
09590828-adf8-4885-a3f0-76ec67c3ba69,090fa6a4-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. vector search is fascinating.,4e9b807a-c959-4540-a3bd-1c78dade7a2b,0.663
d3dce7a1-c0a4-484e-ae49-9b3759422d4f,090fa6fe-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of Astra. Very clear and concise.,62399ada-a66e-4c99-b6ab-e944e7cb8283,0.597
661e07a4-e892-4247-9c21-0a1dfb828e92,090fa762-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of the architecture. Very clear and concise.,f1482c80-abd4-4523-b6ae-edc71c8047cb,0.572
3b46f04d-1d9b-4497-a8f0-60ad3679a1f6,090fa7bc-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of vector search. Very clear and concise.,e727c460-659d-4e52-8965-bfef75da54c6,0.398
d7e09ffe-3f5c-4aff-9fea-4a7d37543e8c,090fa820-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of NoSQL. Very clear and concise.,459a1dee-08d6-433b-9c3d-7915ffb541a3,0.695
94bd0bba-facf-4375-8f7b-0babb332ff4c,090fa87a-b9cd-11f0-9a37-62bc60f3bc08,This video on Astra was super helpful. Keep up the great work!,c2f2a119-de91-4739-9690-62771077a745,0.872
9857e553-480d-46bd-a1cb-acf9fe5d4098,090fa8de-b9cd-11f0-9a37-62bc60f3bc08,Love the content! distributed databases makes so much more sense now.,9f3ead8f-decb-4f65-9304-3977639e3023,0.641
2f384b6c-abeb-4599-b264-95a0045d1ef3,090fa938-b9cd-11f0-9a37-62bc60f3bc08,Love the content! CQL makes so much more sense now.,48674078-574f-4724-b5d9-87016ab922a7,0.554
3584605e-5bfd-4759-8f8a-b94a986af3d4,090fa99c-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of CQL. Very clear and concise.,642e371c-7fad-4eaa-8c8b-df66a101fbc5,0.554
f4330b4e-df4e-41ca-912c-4bbcd64a9653,090fa9f6-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand Cassandra.,55b6e4d2-9a50-4a04-b1fb-ec162e39a936,1.0
e0e291a6-5e82-4810-9075-58c0bf695b89,090faa5a-b9cd-11f0-9a37-62bc60f3bc08,This video on performance optimization was super helpful. Keep up the great work!,30c19a00-907c-4d7c-9e4d-d765280b7956,0.878
a085f29b-89f3-401d-82eb-2b3527dcf455,090faab4-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering scaling. Looking forward to more content!,1f94f5ef-b3c7-4e56-b874-7f4e9a4bf8b9,0.494
558968ce-9f13-492e-9437-e5595830bc68,090fab18-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. NoSQL is fascinating.,33af9d33-6deb-47ea-aee8-9655190569b8,0.639
768129ac-fcb3-4cb7-adf0-e02d2d39c4e1,090fab7c-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of this topic. Very clear and concise.,ece1919c-ec0d-4970-bcc4-eca713a9785f,0.555
437cf0e3-0992-4673-b7a8-7126cf56f9c1,090fabe0-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! consistency seems really powerful.,ad915a6b-5ddf-433e-9dd8-50175154884b,0.785
5b24299f-d5d5-4ee0-bc02-821e0a723ff1,090fac3a-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. CQL is fascinating.,f1482c80-abd4-4523-b6ae-edc71c8047cb,0.712
68af530c-41fb-4dc9-88b1-b9c9c849cad5,090fac9e-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering data modeling. Looking forward to more content!,a8d2e23a-fce5-49d8-8d5f-680750de8081,0.52
72b1458f-587a-405e-b93c-7d696f1f280c,090facf8-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of data modeling. Very clear and concise.,ab251b59-bc21-4742-bfc8-22fc165a0690,1.0
1e36de4b-9fcd-4673-90f5-4a603da00cc9,090fad5c-b9cd-11f0-9a37-62bc60f3bc08,This video on CQL was super helpful. Keep up the great work!,fdeae504-7b3c-4140-949b-76f960d972f3,0.813
b8bc768d-e4e2-4f95-85b9-31516d642d49,090fadb6-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! distributed databases seems really powerful.,a1477824-d051-4590-b751-4b30b983e44a,0.715
b56a3ee8-b389-4615-9ac4-8fa0b13647ef,090fae1a-b9cd-11f0-9a37-62bc60f3bc08,Love the content! this topic makes so much more sense now.,5b0f26c1-26f0-4e37-b213-66c33a01c504,0.524
c31c166f-fde1-46c4-a86e-102e6a4a0df1,090fae7e-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering distributed databases. Looking forward to more content!,45b5b03c-ce92-4885-9d90-2af751356cc4,0.73
3fd83c78-256f-440f-a5a5-1dcc5a74d9cd,090faee2-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering NoSQL. Looking forward to more content!,37e22549-6ab4-4578-8372-5eeb86205f36,0.837
5e9a162f-d632-468b-8588-61c3710414a1,090faf3c-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. CQL is fascinating.,a4d59ee8-e38b-4bf7-8a1e-ae2efcb3f977,0.879
dff1bd9c-51d4-4cf0-843f-74722ee80c88,090fafa0-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand vector search.,6bf21c7c-b1d1-43a6-92bd-6b5e25667308,0.537
3fd83c78-256f-440f-a5a5-1dcc5a74d9cd,090faffa-b9cd-11f0-9a37-62bc60f3bc08,This video on Astra was super helpful. Keep up the great work!,b85cc456-a668-4e9b-a3c9-fe874ab57cd4,0.645
5487df3e-6da4-46f0-936d-e0ddb93a84c1,090fb068-b9cd-11f0-9a37-62bc60f3bc08,Love the content! performance optimization makes so much more sense now.,3125465c-b7cc-41be-9c8d-b2b1cd354e9e,0.681
661e07a4-e892-4247-9c21-0a1dfb828e92,090fb0cc-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of data modeling. Very clear and concise.,c5b9f9dd-f0b7-4179-ad96-3306a0fdb654,0.49
437cf0e3-0992-4673-b7a8-7126cf56f9c1,090fb130-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of distributed databases. Very clear and concise.,6bf21c7c-b1d1-43a6-92bd-6b5e25667308,0.865
a85e289e-732b-4815-946a-99a7e614a447,090fb194-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand Cassandra.,b17f3355-2df9-476b-8f3b-1232a00e547f,0.93
2cfce8f5-2b20-4d62-a8a2-ac837428c4b3,090fb1ee-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering CQL. Looking forward to more content!,459a1dee-08d6-433b-9c3d-7915ffb541a3,0.757
a0d71426-92f3-4803-af7b-782cfacc933f,090fb252-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of Astra. Very clear and concise.,9656e360-6524-4a65-b319-aa1b74064e8b,0.819
73498cbc-948f-4ba2-9202-38f83e04c095,090fb2ac-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! the architecture seems really powerful.,c4e9cd71-28ef-45da-81e1-765b03e447a8,0.645
db7df5ef-8e7f-4861-8e93-9137d444d820,090fb31a-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering consistency. Looking forward to more content!,02028562-4325-46ca-87f1-04b1de31fa69,0.543
9ab33abf-b3cd-45be-8ee3-1efe324372dc,090fb392-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. vector search is exactly what I needed.,aa792c9b-85bd-4713-9788-5d6421ad2744,0.634
5c681981-199e-4fd7-919a-d39f2263f64a,090fb3f6-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering NoSQL. Looking forward to more content!,de214ef7-4edf-4ce4-bb0b-4e499b39c8ec,0.957
5497b336-e993-45aa-8186-c087035a6f06,090fb45a-b9cd-11f0-9a37-62bc60f3bc08,This video on consistency was super helpful. Keep up the great work!,a1477824-d051-4590-b751-4b30b983e44a,0.646
3fd83c78-256f-440f-a5a5-1dcc5a74d9cd,090fb4b4-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of the architecture. Very clear and concise.,4e9b807a-c959-4540-a3bd-1c78dade7a2b,0.556
4d37a6fa-8b4b-4528-9da6-e2237895ccd0,090fb518-b9cd-11f0-9a37-62bc60f3bc08,This video on Cassandra was super helpful. Keep up the great work!,d03a0559-5de9-4892-9fed-e90f0f4abe86,0.549
51f6739a-3588-4db4-a630-6582df620282,090fb57c-b9cd-11f0-9a37-62bc60f3bc08,This video on Cassandra was super helpful. Keep up the great work!,30ab73cd-d7de-47a6-bbbe-6641208a3387,0.554
80b860c9-62a0-42b1-987e-c814cbba2733,090fd9bc-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. the architecture is fascinating.,cd73fc03-f7f6-4a63-bdec-b4f4d968eaea,0.757
9aef9db4-9317-4081-b7f6-52747feab998,090fda2a-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand consistency.,c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,0.766
e472ab3f-cca0-42e4-9f11-4f617f0cd5a1,090fda8e-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. Astra is fascinating.,4e9b807a-c959-4540-a3bd-1c78dade7a2b,0.778
b6612f11-50eb-466f-b50a-43d7cdadb43f,090fdaf2-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! the architecture seems really powerful.,bce91e95-e356-4a55-beed-102efaa374a0,0.543
b55628f5-3eb1-4dba-bcde-79b945bc45e5,090fdb56-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering distributed databases. Looking forward to more content!,30c19a00-907c-4d7c-9e4d-d765280b7956,0.905
a2959abf-6f43-4e2f-a195-8f1d521f569c,090fdbba-b9cd-11f0-9a37-62bc60f3bc08,Love the content! distributed databases makes so much more sense now.,b9e7fea1-57bf-481e-90d2-789965b0b1e6,1.0
e0e291a6-5e82-4810-9075-58c0bf695b89,090fdc14-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering Astra. Looking forward to more content!,d09aae53-d967-4fa9-af49-95b767c8e786,0.547
0b406e54-39a8-4f05-b7a4-472cf8eadee7,090fdc78-b9cd-11f0-9a37-62bc60f3bc08,Love the content! NoSQL makes so much more sense now.,b85cc456-a668-4e9b-a3c9-fe874ab57cd4,0.862
9ac7f508-357c-4446-a425-db42d2fddb6f,090fdcdc-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! CQL seems really powerful.,bc9a061d-f1e2-4ccc-a39b-9aedf110dad9,0.856
d9a478ac-af75-497f-bd50-89af07429ffe,090fdd40-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. Astra is exactly what I needed.,4ea57681-2b3c-4c5e-bcfc-ce7f965bcf40,0.895
6318e67f-7856-4ec9-8dbb-b0b159a76be3,090fdd9a-b9cd-11f0-9a37-62bc60f3bc08,This video on the architecture was super helpful. Keep up the great work!,e813a899-e18e-40c9-bbcc-9065a4ca6244,0.599
45996de6-130a-4bff-b4f5-dc87f783cb08,090fddfe-b9cd-11f0-9a37-62bc60f3bc08,Love the content! CQL makes so much more sense now.,b85cc456-a668-4e9b-a3c9-fe874ab57cd4,0.891
0bc402f2-23bb-4577-b08b-088ae060a815,090fde58-b9cd-11f0-9a37-62bc60f3bc08,This video on scaling was super helpful. Keep up the great work!,d08d504e-ba33-4d5e-bbef-c85a65f6d469,0.856
94f0d7a4-11b1-44fe-ae75-098f9fe9a952,090fdebc-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. Astra is fascinating.,f7bd5404-dc01-41d5-91b3-6756094ffb6e,0.686
e0e291a6-5e82-4810-9075-58c0bf695b89,090fdf16-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of vector search. Very clear and concise.,b87ff4b3-a1dd-419b-a65d-f3969dfc7526,0.632
646acf81-ecb2-4b49-9634-a944e31bdd49,090fdf7a-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering scaling. Looking forward to more content!,4a626541-39ca-4407-802e-08a82fa27f5f,0.821
5b24299f-d5d5-4ee0-bc02-821e0a723ff1,090fdfde-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. scaling is exactly what I needed.,ece1919c-ec0d-4970-bcc4-eca713a9785f,1.0
10ac50ff-77d8-460f-8ce2-f4cd836fea16,090fe038-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand CQL.,02028562-4325-46ca-87f1-04b1de31fa69,0.451
17a73841-4388-4093-8e25-32dd72a9686e,090fe09c-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. this topic is fascinating.,67f7b8b3-ff28-4f69-8763-3f19cda1627d,0.841
196b8b5f-a1ea-47cd-bb38-7c89da645319,090fe100-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand Cassandra.,e7114baa-4d96-4fdb-a5ca-771bc4208cfd,0.639
470d656d-69f1-42c4-a3f7-71f4bbd81fb9,090fe15a-b9cd-11f0-9a37-62bc60f3bc08,Love the content! this topic makes so much more sense now.,00ef528f-ffd6-461e-979d-1eb3d382ef29,0.894
24c970a9-cb51-4fbe-82ae-a691df53f6d1,090fe1be-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering CQL. Looking forward to more content!,edbf0dd0-83c3-44b8-b50e-de0b9fd520ca,0.8
7cc0bd19-7629-4fdb-b495-56488fe19ea5,090fe222-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! CQL seems really powerful.,30ab73cd-d7de-47a6-bbbe-6641208a3387,0.564
493686ab-c673-4185-9c47-1bc6b9919b82,090fe27c-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of Cassandra. Very clear and concise.,67cc0481-7571-4591-81ca-a464cd2962b5,0.678
cf856b6e-9a0f-4108-8f22-777eb958f765,090fe2e0-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of performance optimization. Very clear and concise.,b9e20a89-95c7-4627-8fa4-ab47c0b87694,0.436
5a2735b5-4f67-44b0-a404-aa208a91f5ac,090fe33a-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. the architecture is fascinating.,6c1a0d32-f1ea-4b32-8d59-97c85ad0fc15,0.629
b4237022-d1ac-4d29-8286-f6daf631646e,090fe3e4-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering Astra. Looking forward to more content!,66e5f9bb-db6c-4a90-9145-11d0306bf60e,0.834
36afb757-2df4-42e3-bab2-d0e90b294441,090fe448-b9cd-11f0-9a37-62bc60f3bc08,Love the content! vector search makes so much more sense now.,b87ff4b3-a1dd-419b-a65d-f3969dfc7526,0.723
5d7f6048-2719-47bd-9654-e63d2fe1b11d,090fe4ac-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand NoSQL.,f87a23a0-72d0-4518-84f0-37b500fb4421,0.95
646acf81-ecb2-4b49-9634-a944e31bdd49,090fe510-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand scaling.,6fa895f2-5e2a-4c0b-87f4-d918058fad15,0.795
5bc07c96-0860-49a6-9428-b9f08b6c9b04,090fe56a-b9cd-11f0-9a37-62bc60f3bc08,Love the content! consistency makes so much more sense now.,b8bf2c0a-19c8-452c-b288-a1616699941f,0.787
ae5e72dd-e66d-4c27-8c98-028cd247bc07,090fe5ce-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! performance optimization seems really powerful.,d247549d-739e-4f32-8755-120bcf1fa1ce,0.769
bd737ed4-d08a-45d1-a264-ca10982821e0,090fe632-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! vector search seems really powerful.,61ed238d-53fd-4923-a1d9-6fffe5f1ec68,1.0
29e73a97-0aaa-4980-9e85-9b0e035deec4,090fe68c-b9cd-11f0-9a37-62bc60f3bc08,This video on distributed databases was super helpful. Keep up the great work!,c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,0.614
220fd0f1-3760-4d7c-9e16-cf2c3f3a0ebc,090fe6f0-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering the architecture. Looking forward to more content!,0bc4f06f-cc51-47d9-b4ee-79abbe8052ce,0.517
80eb26dd-349f-44f4-8e61-17c3b9678537,090fe754-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. Cassandra is exactly what I needed.,07ddfb9a-deb2-4387-9361-b36cf5cd7404,0.854
995e6a45-ccff-452b-8dbf-3033d8876f4a,090fe7ae-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of CQL. Very clear and concise.,1d847b4b-d2bc-435e-aeea-098d3b1f5c5d,0.415
5ef3356b-74b3-4560-9aae-2ca9352e9314,090fe812-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering data modeling. Looking forward to more content!,02119aad-64cf-42af-9c1a-a468f6b608c3,0.599
2cdd50f8-953e-442b-99da-bc44d5c2d761,090fe876-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering Cassandra. Looking forward to more content!,ffd032c3-4d2b-4385-92e4-5bb6b3bfb5da,0.484
768129ac-fcb3-4cb7-adf0-e02d2d39c4e1,090fe8d0-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. this topic is fascinating.,9656e360-6524-4a65-b319-aa1b74064e8b,0.523
857b4548-c0ae-4799-bda3-0cba929382b9,090fe934-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand vector search.,1a7c4747-5e72-46aa-b8a0-6929a2138141,0.625
5d8d7849-6975-4089-9da9-8243e2d4f070,090fe98e-b9cd-11f0-9a37-62bc60f3bc08,This video on performance optimization was super helpful. Keep up the great work!,7777b733-a6b8-47e7-83ad-bc2739ae9954,0.841
110a26de-5d27-4b8d-8e81-996634bc1ec7,090fe9f2-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand data modeling.,2a369eae-878f-4615-abde-f6976b55abd0,0.77
0f03f857-9e84-420e-88a8-b32930342830,090fea56-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand NoSQL.,c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,0.484
7be03c36-79c8-435a-8f06-e74ea1b59000,090feab0-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! vector search seems really powerful.,fdeae504-7b3c-4140-949b-76f960d972f3,0.839
76e9a939-b963-49d6-9547-937cb51ef4ab,090feb14-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. data modeling is fascinating.,4ee809d9-b738-4335-bc8a-760fc6839af9,0.609
5b970211-c605-4b59-8580-e2e9b80b64a9,090feb78-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. CQL is exactly what I needed.,a7f331e5-7fb0-46b0-8f2a-5a29f74a7973,0.499
cfe7dbb6-48f8-4e85-8c70-e43307655faf,090febdc-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of consistency. Very clear and concise.,45b5b03c-ce92-4885-9d90-2af751356cc4,0.982
a81d5bed-c947-4ee5-b661-b6bc33297937,090fec36-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering scaling. Looking forward to more content!,c4e9cd71-28ef-45da-81e1-765b03e447a8,0.662
3504dab8-9f9a-44a2-ba4c-262d81e195ac,090fec9a-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. distributed databases is fascinating.,d6f6d064-01bb-48e1-be4f-3aeb414f608d,0.702
0fb3157f-ff6d-4f2e-9c97-4d0db549240f,090fecfe-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand scaling.,30ab73cd-d7de-47a6-bbbe-6641208a3387,0.838
a085f29b-89f3-401d-82eb-2b3527dcf455,090fed58-b9cd-11f0-9a37-62bc60f3bc08,This video on distributed databases was super helpful. Keep up the great work!,caa4c108-872a-4cbb-956e-44c9e29eb987,0.884
e9c3ed20-b148-49c8-b8c1-242aa4c67429,090fedbc-b9cd-11f0-9a37-62bc60f3bc08,This video on consistency was super helpful. Keep up the great work!,d08d504e-ba33-4d5e-bbef-c85a65f6d469,0.783
e83999f5-50f7-43c2-be11-c4f6f134c689,090fee16-b9cd-11f0-9a37-62bc60f3bc08,This video on the architecture was super helpful. Keep up the great work!,08b2ae67-99e0-43fa-96f2-db6f5db474df,0.761
e0cbed52-696e-4a33-90f9-bf2033798cf5,090fee7a-b9cd-11f0-9a37-62bc60f3bc08,Love the content! distributed databases makes so much more sense now.,b8bf2c0a-19c8-452c-b288-a1616699941f,0.993
